meeting_id,speaker_id,begin_time,text,end_time
ES2004c,MEE014,1890.5400390625,WELL YOU COU UM,1893.5400390625
ES2004c,FEE013,684.9199829101562,OKAY,687.9199829101562
ES2004c,MEO015,1760.1600341796875,THIS IS CENTRAL ONE THE ONE YOU YEAH VOLUME AND CHANNEL,1763.1600341796875
ES2004c,FEE013,1828.0699462890625,SELLING POINT,1831.0699462890625
ES2004c,FEE013,191.92999267578125,YES IF YOU FEEL,194.92999267578125
ES2004c,MEO015,1991.719970703125,PLAST RIGHT,1994.719970703125
ES2004c,FEE013,1912.739990234375,UM OKAY SO WE'VE GOT BATTERY,1915.739990234375
ES2004c,FEE016,2244.260009765625,YEAH,2247.260009765625
ES2004c,FEE013,367.54998779296875,I DON'T THINK SO NOT YET,370.54998779296875
ES2004c,MEE014,1341.9200439453125,YOU COULD HAVE SOME SORT OF STYLUS THAT YOU COULD PULL OUT BUT I I THINK THEY COULD GET A BIT EASILY LOST 'CAUSE I HAD,1344.9200439453125
ES2004c,FEE016,2108.7099609375,THAT IF IN A YEAR'S TIME WE WE GET FEEDBACK FROM THE DESIGN FAIRS THAT SHOW SOMETHING ELSE IS COMING I MEAN IT'S SO EASY FOR US TO JUST PRODUCE THAT AND IT CAN BE SLIPPED ON,2111.7099609375
ES2004c,FEE016,1628.6800537109375,YOU US IF WE JUST USE THE SHELL AS AN EXAMPLE AGAIN YOU OPEN THAT,1631.6800537109375
ES2004c,MEO015,769.9199829101562,W W WHICH ONE WOULD LAST THE LONGEST BECAUSE WE DON'T WANT CUSTOMERS TO BE LIKE YOU KNOW CHARGING LIKE A MOBILE PHONE EVERY DAY,772.9199829101562
ES2004c,MEE014,587.25,BUT I I THINK I THINK THE THE NEXT ONE'S THE BEST ANYWAY,590.25
ES2004c,FEE013,560.5399780273438,UH I DON'T THINK IT COUNTS ELECTRIC LIGHTS NO BUT I MEAN NOT MANY YOU DON'T WANT TO LIMIT YOUR MARKET,563.5399780273438
ES2004c,MEO015,2180.25,FINE UH WE WERE TALKING OF VOICE RECOGNITION ALSO BECAUSE THAT WE ARE NOT FOR HOW TO LOOK IT UH REMOTE CONTROL IF IT'S LOST,2183.25
ES2004c,MEE014,737.989990234375,'CAUSE IF YOU DROP STUFF YEAH IF YOU IF YOU HAVE Y THE SIZE YOU'D NEED TO CHARGE A REMOTE WOULDN'T BE THAT BIG BUT I MEAN IF REMOTES ALWAYS GET THROWN AROUND AND STUFF,740.989990234375
ES2004c,FEE013,1915.8800048828125,THE INSIDE COMPONENTS IS PRETTY STANDARDISED ACROSS THE BOARD ISN'T IT,1918.8800048828125
ES2004c,FEE013,1314.489990234375,IF THE WHOLE THING IS GONNA BE THIS RUBBER THING IT WOULD BE GOOD TO OPEN IT UP AND SEE SOMETHING QUITE FANCY LOOKING INSIDE,1317.489990234375
ES2004c,FEE016,1894.25,ONE OF THE DECISIONS WE HAD TO MAKE WAS WHETHER WE HAD DOUBLE A. OR TRIPLE A. BATTERIES 'CAUSE THEY'VE STILL GOT TO BE CHARGED THIS WAY HAVEN'T THEY,1897.25
ES2004c,MEE014,1562.31005859375,YEAH,1565.31005859375
ES2004c,MEO015,540.5700073242188,YEP,543.5700073242188
ES2004c,FEE016,685.0399780273438,COULD I JUST ASK REFERRING BACK TO SOLAR CHARGING IS THAT COMPATIBLE WITH UM STANDARD BATTERIES,688.0399780273438
ES2004c,MEE014,946.030029296875,YOU COULD YOU COULD S YOU COULD PUT THEM VIRTUALLY RIGHT NEXT TO EACH OTHER AND HAVE A MUCH SMALLER SWITCH ON EACH ONE,949.030029296875
ES2004c,FEE013,1858.3299560546875,BUT I THINK PRETTY MUCH WE'VE USED CHEAP RELATIVELY CHEAP AND SIMPLE THINGS,1861.3299560546875
ES2004c,FEE016,1447.72998046875,JUST A THOUGHT,1450.72998046875
ES2004c,FEE016,681.6300048828125,HMM,684.6300048828125
ES2004c,FEE016,2049.169921875,IS THAT REALLY GOING TO FIT FANCY LOOK AND FEEL WHICH WAS THE MAJOR THING THAT PEOPLE WANTED MARKET RESEARCH IS THAT FANCY,2052.169921875
ES2004c,FEE013,1921.8900146484375,SO THERE'S NOT A REALLY A DECISION TO BE MADE THERE UM,1924.8900146484375
ES2004c,MEE014,1694.760009765625,YEAH,1697.760009765625
ES2004c,FEE016,1121.3299560546875,MM,1124.3299560546875
ES2004c,FEE016,191.24000549316406,SHALL I,194.24000549316406
ES2004c,MEE014,874.8499755859375,UM MY SECOND PART OF MY FINDINGS UH THE MO MOST CURRENT REMOTES USE THIS SILICONE UH P. C. B. BOARD WHICH PR PRINTED CIRCUIT BOARD,877.8499755859375
ES2004c,MEE014,1835.72998046875,THEN IT WON'T BE CHEAP TO RE MANUFACTURE THEM UH OR IT WILL BE CHEAP SORRY TO RE MANUFACTURE THEM,1838.72998046875
ES2004c,MEE014,1367.6800537109375,YEAH OKAY,1370.6800537109375
ES2004c,FEE013,85.44000244140625,RIGHT UM THIS IS OUR CONCEPTUAL DESIGN MEETING UM I THINK WE'RE SLIGHTLY AHEAD OF OURSELVES,88.44000244140625
ES2004c,MEE014,1204.8199462890625,NOW WHAT I WAS SAYING BEFORE ABOUT INSTEAD OF HAVING YOU COULD HAVE JUST A BARE P. C. B. CIRCUIT BOARD AND I'M SURE YOU COULD PROBABLY GET IT IN DIFFERENT COLOURS AND SO JUST BY TOUCHING IT WITH YOUR FINGER IT'D MAKE THE CONNECTION,1207.8199462890625
ES2004c,FEE013,2094.280029296875,AND YOU WOULD JUST HAVE AN ACROSS THE B YOU WOULD HAVE SO MANY DIFFERENT OPTIONS THAT YOU COULD DO,2097.280029296875
ES2004c,MEE014,748.27001953125,SO,751.27001953125
ES2004c,MEO015,1890.239990234375,MM,1893.239990234375
ES2004c,MEO015,1885.030029296875,MM,1888.030029296875
ES2004c,FEE013,655.8800048828125,IS IT REALLY GONNA BE ENOUGH,658.8800048828125
ES2004c,MEO015,2149.18994140625,THE RUBBER,2152.18994140625
ES2004c,FEE013,2277.6298828125,UM THAT SEEMS TO MAKE SENSE BUT IF IT TURNS OUT THAT IT'S HUGELY EXPENSIVE WE'D HAVE TO CUT DOWN SOMEWHERE ELSE THEN IT'S WORTH THINKING ABOUT,2280.6298828125
ES2004c,FEE013,738.3499755859375,SOLAR,741.3499755859375
ES2004c,FEE013,112.69000244140625,SO I THINK WE'VE TOUCHED ON A FEW THINGS,115.69000244140625
ES2004c,MEO015,2190.830078125,SO ARE WE LOOKING AT VOICE,2193.830078125
ES2004c,MEE014,776.1799926757812,W M YEAH SO THE,779.1799926757812
ES2004c,FEE016,710.5800170898438,MM,713.5800170898438
ES2004c,FEE016,1866.8699951171875,HMM,1869.8699951171875
ES2004c,MEO015,988.010009765625,MM-HMM,991.010009765625
ES2004c,MEO015,1485.9200439453125,OKAY UH,1488.9200439453125
ES2004c,FEE013,640.02001953125,BUT THEN IF YOU THINK ABOUT A WATCH IT'S ON YOUR WRIST SO IT'S ON YOUR WHOLE BOD IT'S ON YOUR BODY THE WHOLE TIME SO YOU'RE WALKING AROUND,643.02001953125
ES2004c,FEE016,98.27999877929688,MM,101.27999877929688
ES2004c,MEO015,1977.0899658203125,FOR THE BODY DESIGN I THINK PLASTIC UH W YEAH WE COULD USE THE BODY,1980.0899658203125
ES2004c,FEE013,2149.6201171875,YEAH,2152.6201171875
ES2004c,MEE014,1855.199951171875,YEAH,1858.199951171875
ES2004c,MEE014,717.25,THEY'RE THEY'RE EXPENSIVE THEY DON'T,720.25
ES2004c,FEE013,1880.7900390625,AND YOU COULD YEAH,1883.7900390625
ES2004c,FEE013,2183.780029296875,MM-HMM,2186.780029296875
ES2004c,FEE016,1959.77001953125,SORRY COULD YOU REPEAT THAT LAST PART,1962.77001953125
ES2004c,FEE013,1928.0799560546875,THE BUTTONS WHAT DID YOU GIVE US AS OUR,1931.0799560546875
ES2004c,FEE013,144.72000122070312,WE HAVE DECIDED ON A LEAVING OUT THE VOICE RECOGNITION WE'VE DECIDED ON THERE BEING A FLIP DESIGN AND UM A DIFFERENT SHAPE FROM WHAT'S NORMAL,147.72000122070312
ES2004c,FEE013,1188.719970703125,WELL THAT'S BEEN REALLY POPULAR WITH MOBILE PHONES SO I DON'T SEE WHY NOT,1191.719970703125
ES2004c,FEE016,2306.68994140625,YOU GOT TO GO THROUGH,2309.68994140625
ES2004c,FEE013,472.17999267578125,'KAY,475.17999267578125
ES2004c,FEE013,1944.7099609375,ON THE TOP ONE OKAY YOU'VE GOT THE TOUCH OKAY AND THEN,1947.7099609375
ES2004c,FEE013,557.010009765625,I'M PRETTY SURE THAT SOLAR IS FROM THE SUN,560.010009765625
ES2004c,FEE016,1321.0400390625,YEAH,1324.0400390625
ES2004c,MEE014,868.0399780273438,OKAY,871.0399780273438
ES2004c,FEE013,1876.52001953125,YEAH OKAY,1879.52001953125
ES2004c,MEE014,799.3200073242188,YEAH I THINK I I THINK IT WOULD YEAH,802.3200073242188
ES2004c,MEO015,640.27001953125,WE C,643.27001953125
ES2004c,FEE013,507.989990234375,I MEAN CAN YOU PICK IT UP AND THEN WIND IT FOR TWO MINUTES AND THEN THAT'S IT FOR THE NIGHT,510.989990234375
ES2004c,MEE014,2288.72998046875,YEAH,2291.72998046875
ES2004c,FEE013,54.470001220703125,THANKS,57.470001220703125
ES2004c,MEO015,1576.3399658203125,SO BASICALLY NOT POINT OR CLICK,1579.3399658203125
ES2004c,FEE016,1809.800048828125,KINETIC,1812.800048828125
ES2004c,FEE013,2221.330078125,HAVE YOU,2224.330078125
ES2004c,FEE013,78.08000183105469,OKAY,81.08000183105469
ES2004c,FEE013,1802.699951171875,SO WE AGREE ON,1805.699951171875
ES2004c,MEE014,789.6699829101562,I DON'T THINK YOU'D I THINK THE IT WOULD D WELL YOU KNOW HOW LONG THE STANDARD DOUBLE A. S WOULD LAST IN OR TRIPLE A. S WOULD LAST,792.6699829101562
ES2004c,MEE014,512.1500244140625,YEAH YEAH OH YEAH I PRESU YOU WOULDN'T HAVE TO WIND IT FOR VERY LONG,515.1500244140625
ES2004c,MEO015,1534.4100341796875,HERE YOU SEE THIS,1537.4100341796875
ES2004c,MEO015,1725.550048828125,BUT YEAH WE CAN TAKE INSPIRATION FROM FRUIT COLOURS LIKE THE VIBRANT COLOURS UH RED CHILLI UH,1728.550048828125
ES2004c,MEO015,2156.570068359375,FINE,2159.570068359375
ES2004c,MEE014,943.5399780273438,IF YOU IF YOU SEE HOW THIN THE TRACKS ARE,946.5399780273438
ES2004c,FEE013,531.4600219726562,THAT DOESN'T COUNT THOUGH DOES IT,534.4600219726562
ES2004c,FEE013,1824.25,IT'S A BI I IT'S LIKE A G IT'S A GADGET IT'S A,1827.25
ES2004c,FEE013,1268.3900146484375,MM-HMM,1271.3900146484375
ES2004c,MEO015,1649.489990234375,AND THE LOWER DISTANCE,1652.489990234375
ES2004c,MEE014,1811.550048828125,YEAH,1814.550048828125
ES2004c,FEE013,1329.0799560546875,UH,1332.0799560546875
ES2004c,FEE013,142.8000030517578,UM,145.8000030517578
ES2004c,FEE016,1288.760009765625,IF WE FOR EXAMPLE HAD A SHELL ONCE WE OPEN THAT YEAH SO IT'D BE F YEAH YEAH,1291.760009765625
ES2004c,MEO015,1643.43994140625,OKAY AND YOU MEAN TO THE,1646.43994140625
ES2004c,MEO015,1522.9200439453125,AND UH SECOND THING IS THERE'S TOO MUCH OF CONFUSION HERE,1525.9200439453125
ES2004c,FEE013,316.0199890136719,YEAH,319.0199890136719
ES2004c,MEO015,627.8800048828125,OKAY,630.8800048828125
ES2004c,FEE013,390.9599914550781,ESPECIALLY IF YOU DO THEM ON TOO TIGHT AND YOU CAN'T GET THE LEVERAGE ON THEM TO UNDO THEM,393.9599914550781
ES2004c,FEE013,2302.580078125,UM,2305.580078125
ES2004c,FEE016,1046.719970703125,MM,1049.719970703125
ES2004c,FEE016,2248.510009765625,OKAY,2251.510009765625
ES2004c,FEE013,1467.489990234375,OKAY,1470.489990234375
ES2004c,FEE013,1294.3399658203125,MM,1297.3399658203125
ES2004c,FEE016,1627.030029296875,WOULDN'T YOU,1630.030029296875
ES2004c,FEE016,2063.56005859375,MM,2066.56005859375
ES2004c,MEE014,1123.2099609375,YEAH I TH,1126.2099609375
ES2004c,MEE014,1393.6300048828125,YEAH YEAH THAT THAT WOULD BE FAIRLY SIMPLE,1396.6300048828125
ES2004c,FEE016,1847.550048828125,MM,1850.550048828125
ES2004c,FEE016,50.130001068115234,OH,53.130001068115234
ES2004c,MEE014,1141.699951171875,BECAUSE OF THE EXPENSE OF HOW MUCH TITANIUM IS IS IT'S LIGHT AND STRONG BUT I THINK IT SHOULD BE LEFT FOR AIRCRAFT DESIGN RATHER THAN FOR,1144.699951171875
ES2004c,MEE014,1906.1500244140625,SO IT'S A LOT SMALLER SO IT WOULD,1909.1500244140625
ES2004c,FEE013,2020.0799560546875,WE COULD MAKE IT UM PSYCHEDELIC YOU KNOW WE COULD MAKE IT BLACK AND WHITE ZEBRA STRIPES,2023.0799560546875
ES2004c,FEE013,698.22998046875,LIKE A DUAL KIND OF,701.22998046875
ES2004c,MEE014,613.510009765625,UM YEAH IT'S IT CHARGES INTO UM SOME FORM OF IT'S A SMALLER CELL WHICH IT CHARGES INTO AND UH THE SI THE SIZE SORT OF A WATCH A WATCH BATTERY,616.510009765625
ES2004c,FEE016,236.77999877929688,WERE THAT WE DID OUR TRADITIONAL UH OUR USUAL MARKET RESEARCH STUDY UH WITH A HUNDRED SUBJECTS AND THE THE GENERAL FEEDBACK FROM THEM IS THAT THE MOST IM UH W I'M SORRY I'M SLIGHTLY TONGUE TIED AFTER LUNCH,239.77999877929688
ES2004c,FEE016,1642.780029296875,MM-HMM,1645.780029296875
ES2004c,MEE014,2128.75,YEAH,2131.75
ES2004c,FEE013,1987.800048828125,MM-HMM,1990.800048828125
ES2004c,FEE013,2286.97998046875,BUT I THINK WE'LL FIND OUT MORE ABOUT COST AFTERWARDS,2289.97998046875
ES2004c,FEE016,2031.800048828125,THE FEEL,2034.800048828125
ES2004c,MEO015,620.3599853515625,MM-HMM,623.3599853515625
ES2004c,FEE016,2261.5,DID WE I KNOW AT THE LAST MEETING WE SPOKE ABOUT A BEEPER,2264.5
ES2004c,FEE016,777.1300048828125,MM,780.1300048828125
ES2004c,FEE013,126.0199966430664,UM WE HAD A COUPLE OF UM CHANGES IN OUR PLANS IN THAT WE COULDN'T USE TELETEXT,129.0199966430664
ES2004c,MEE014,1515.719970703125,YEAH,1518.719970703125
ES2004c,MEO015,1650.760009765625,OH F PERFECT,1653.760009765625
ES2004c,FEE016,1995.969970703125,AND IT IS JUST UH ALTHOUGH IT'S RUBBERISED AND SPONGY APART FROM THAT WE'RE JUST GOING TO GO FOR SORT OF VEGETABLE AND FRUIT COLOURS,1998.969970703125
ES2004c,MEO015,360.7300109863281,YEP,363.7300109863281
ES2004c,MEO015,2122.8798828125,ACUPRESSURE YOU COULD TALK OF ACUPRESSURES,2125.8798828125
ES2004c,FEE016,1329.81005859375,I JUST HAD ANOTHER IDEA I DON'T KNOW IF IT HELPS WITH THAT BUT JUST TO DO WITH THE R. S. I.,1332.81005859375
ES2004c,FEE016,294.20001220703125,NOW I SHOULD POINT OUT THAT THE FIRST OF THOSE FINDINGS FANCY LOOK AND FEEL IS THE MOST IMPORTANT,297.20001220703125
ES2004c,MEE014,2201.5400390625,OH YEAH YEAH THE WHISTLE ONES YEAH,2204.5400390625
ES2004c,FEE016,2230.610107421875,IT'S NOT JUST A CASE OF HAVING A LITTLE R. R. HIDDEN SOMEWHERE THEY DO WANT IT TO BE OBVIOUS THAT IT'S OUR PRODUCT DON'T THEY,2233.610107421875
ES2004c,MEO015,2159.260009765625,YEAH,2162.260009765625
ES2004c,FEE013,116.63999938964844,TO DO WITH THAT ALREADY BUT WE'LL JUST GO OVER IT,119.63999938964844
ES2004c,FEE013,359.6499938964844,UM,362.6499938964844
ES2004c,FEE013,1865.199951171875,THE L. C. D. 'S NOT CHEAP,1868.199951171875
ES2004c,FEE016,1560.3599853515625,OKAY,1563.3599853515625
ES2004c,MEE014,109.8499984741211,ETCETERA,112.8499984741211
ES2004c,MEO015,1780.8199462890625,VOICE RECOGNITION,1783.8199462890625
ES2004c,MEE014,1364.510009765625,YEAH,1367.510009765625
ES2004c,MEE014,1259.0999755859375,OH ON THE ON THE L. C. D. SCREEN YOU COULD BECAU YOU COULD FIT IT THE PROBLEM WITH IT BASICALLY IS THAT IT'S FLAT AND SO YOU CAN'T DO LOTS OF CURVE CURVED THINGS WITH IT,1262.0999755859375
ES2004c,MEO015,1733.010009765625,TOMATO RED OR WHATEVER AND SECOND THING IS CER CERTAIN STANDARD BUTTONS WE SHOULD HAVE LIKE FOR EXAMPLE I IF YOU SEE THE PREVIOUS SLIDE UH,1736.010009765625
ES2004c,FEE016,2190.93994140625,YES IT WAS JUST THERE WAS JUST A COST ISSUE WITH THAT,2193.93994140625
ES2004c,FEE016,193.3300018310547,WE JUST CONNECT UP,196.3300018310547
ES2004c,MEE014,1751.1700439453125,YEAH,1754.1700439453125
ES2004c,FEE016,764.47998046875,MM,767.47998046875
ES2004c,MEO015,1364.8499755859375,IF YOU KEEP PUNCHING WITH AN POINTER OR WHATEVER,1367.8499755859375
ES2004c,FEE013,0.019999999552965164,I'LL WAIT UNTIL YOU'RE ALL UM HOOKED UP,3.019999999552965
ES2004c,MEE014,1187.760009765625,YEAH,1190.760009765625
ES2004c,FEE016,1285.1400146484375,I DON'T S SORRY TO INTERRUPT I DON'T SEE WHY THE CURVED THING IS A PROBLEM,1288.1400146484375
ES2004c,FEE013,1934.739990234375,THE BARE BOARD L. C. D. OR,1937.739990234375
ES2004c,MEE014,1874.3199462890625,I MEAN THEY USE THEM IN CALCULATORS SO,1877.3199462890625
ES2004c,MEO015,1380.4200439453125,AND JUST ONE SMALL QUESTION BEFORE LIKE YOU ARE REGARDING THE CIRCUIT SINCE WE ARE HAV HAVING A FLIP TOP,1383.4200439453125
ES2004c,MEE014,1128.22998046875,YEAH IN IN TITANIUM I DON'T I DON'T THINK IT WOULD BE AVAILABLE AT ALL REALLY,1131.22998046875
ES2004c,FEE016,258.489990234375,ALSO WITH OUR COMPANY UM BEING FORERUNNERS IN UH PUTTING FASHION INTO TECHNOLOGY,261.489990234375
ES2004c,MEE014,732.4299926757812,IT'S I I THINK THEY'RE NOT VERY RESISTANT TO DROPPING,735.4299926757812
ES2004c,MEE014,1921.1700439453125,YEAH,1924.1700439453125
ES2004c,MEE014,1360.1300048828125,YEAH,1363.1300048828125
ES2004c,FEE016,691.3200073242188,I MEAN,694.3200073242188
ES2004c,FEE016,1462.02001953125,TRYING TO THINK OF OTHER FEATURES WE CAN BUILD IN THAT WOULDN'T COST TOO MUCH BUT MAYBE WE'LL LEAVE THAT ONE ON THE SIDE,1465.02001953125
ES2004c,MEO015,2204.25,SO WE CAN IF FINANCIALLY VOICE RECOGNITION IS NOT FEASIBLE WE COULD GO FOR A WHISTLE,2207.25
ES2004c,FEE013,740.2899780273438,WELL THEY'RE NOT DESIGNED,743.2899780273438
ES2004c,MEO015,1179.72998046875,THAT COULD BE A GOOD IDEA,1182.72998046875
ES2004c,MEE014,535.1900024414062,NO,538.1900024414062
ES2004c,FEE016,354.32000732421875,BE INTERESTING TO SEE WHAT OUR DESIGN PEOPLE MAKE OF THAT,357.32000732421875
ES2004c,MEE014,1098.1800537109375,WHEREAS IF YOU COME TO PLASTIC THEY CAN THEY CAN BE A LITTLE MORE THEY CAN THEY CAN DO SORT OF CURVED SHAPES,1101.1800537109375
ES2004c,FEE013,1788.6500244140625,OKAY,1791.6500244140625
ES2004c,FEE013,504.94000244140625,HOW WHAT KIND OF HOW L LONG CAN YOU GET OUT OF THAT,507.94000244140625
ES2004c,FEE016,324.1300048828125,UM WE FOUND FROM OUR UM CONSULTANTS IN PARIS AND MILAN WHO DES ATTENDED ALL THE DESIGN AND FASHION FAIRS THERE,327.1300048828125
ES2004c,MEO015,1261.18994140625,UH-HUH,1264.18994140625
ES2004c,MEE014,655.3800048828125,YEAH BUT THEN AGAIN I I THINK IT IS BECAUSE IF YOU THINK ABOUT IT THE WATCH,658.3800048828125
ES2004c,MEO015,1250.5999755859375,SORRY I DIDN'T GET THE LAST PART YOU'RE TALKING OF,1253.5999755859375
ES2004c,MEE014,422.5199890136719,OKAY FIRST UH THE,425.5199890136719
ES2004c,MEO015,2298.530029296875,MM-HMM,2301.530029296875
